episode_id,turn,game_result,n_bench_targets,bench_targets,counters_observed,best_prize_achievable,best_kos_slots,actual_kos_slots,actual_prize,prize_shortfall,n_max_equivalent_allocations
92590435,5,WIN,5,"Abra(hp=50/50,prize=1,immune=False); Abra(hp=50/50,prize=1,immune=False); Fezandipiti ex(hp=210/210,prize=2,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,1,[1],[0],1,0,2
92590435,7,WIN,4,"Fezandipiti ex(hp=200/210,prize=2,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False); Abra(hp=50/50,prize=1,immune=False)",6,1,[3],[3],1,0,1
92590435,9,WIN,3,"Fezandipiti ex(hp=200/210,prize=2,immune=False); Shaymin(hp=80/80,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92590435,11,WIN,3,"Fezandipiti ex(hp=200/210,prize=2,immune=False); Shaymin(hp=80/80,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92591380,8,LOSS,4,"Marnie's Impidimp(hp=70/70,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Froslass(hp=90/90,prize=1,immune=False)",6,0,[],[],0,0,0
92591380,10,LOSS,5,"Marnie's Grimmsnarl ex(hp=310/320,prize=2,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Froslass(hp=90/90,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Snorunt(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92591380,12,LOSS,5,"Marnie's Grimmsnarl ex(hp=290/320,prize=2,immune=False); Marnie's Grimmsnarl ex(hp=250/320,prize=2,immune=False); Froslass(hp=90/90,prize=1,immune=False); Marnie's Impidimp(hp=70/70,prize=1,immune=False); Snorunt(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92592329,3,WIN,2,"Kyogre(hp=150/150,prize=1,immune=False); Kyogre(hp=150/150,prize=1,immune=False)",6,0,[],[],0,0,0
92592329,5,WIN,1,"Kyogre(hp=90/150,prize=1,immune=False)",6,0,[],[],0,0,0
92592329,7,WIN,0,,0,0,[],[],0,0,0
92593271,11,WIN,5,"Kadabra(hp=80/80,prize=1,immune=True); Alakazam(hp=140/140,prize=1,immune=True); Alakazam(hp=140/140,prize=1,immune=True); Kadabra(hp=80/80,prize=1,immune=True); Dudunsparce(hp=140/140,prize=1,immune=True)",6,0,[],[],0,0,0
92593271,15,WIN,5,"Alakazam(hp=140/140,prize=1,immune=False); Alakazam(hp=140/140,prize=1,immune=False); Kadabra(hp=80/80,prize=1,immune=False); Dudunsparce(hp=140/140,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
92593271,17,WIN,4,"Alakazam(hp=140/140,prize=1,immune=False); Alakazam(hp=80/140,prize=1,immune=False); Dudunsparce(hp=140/140,prize=1,immune=False); Dunsparce(hp=70/70,prize=1,immune=False)",6,0,[],[],0,0,0
