episode_id,decision_index,turn,result,outcome,our_active_id,our_active_hp,our_active_retreat_cost,our_active_energy_loss_if_retreated,bench_ready_attackers,opp_best_attack_damage
92217792,88,15,LOSS,SURVIVED_TO_NEXT_DECISION,121,80,1,1,2,120
92217792,90,15,LOSS,SURVIVED_TO_NEXT_DECISION,121,80,1,1,2,120
92217792,92,15,LOSS,SURVIVED_TO_NEXT_DECISION,121,80,1,1,2,120
92217792,93,15,LOSS,SURVIVED_TO_NEXT_DECISION,121,80,1,1,2,120
92221582,75,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,20,1,1,0,270
92221582,77,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,20,1,1,0,270
92221582,78,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,20,1,1,0,270
92221582,79,11,LOSS,SURVIVED_TO_NEXT_DECISION,121,20,1,1,0,270
92223466,13,5,LOSS,SURVIVED_TO_NEXT_DECISION,1071,70,1,1,1,70
92223466,15,5,LOSS,SURVIVED_TO_NEXT_DECISION,1071,70,1,1,2,70
92223466,19,5,LOSS,SURVIVED_TO_NEXT_DECISION,1071,70,1,1,3,70
92227252,64,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92227252,66,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92227252,68,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92227252,69,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92227252,70,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92227252,71,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92227252,73,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92227252,74,9,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92229131,97,14,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,2,180
92229131,98,14,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,2,180
92229131,100,14,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,2,180
92229131,103,14,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,2,180
92235791,74,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
92235791,76,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
92235791,77,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
92235791,79,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,0,270
92235791,80,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92235791,82,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92235791,83,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92235791,84,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92235791,87,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92235791,89,9,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,1,270
92240528,40,7,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92240528,41,7,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92240528,43,7,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92240528,44,7,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92240528,45,7,WIN,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92240528,75,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,180
92240528,78,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,180
92240528,79,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,180
92240528,81,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,180
92240528,82,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,1,180
92240528,83,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,2,180
92240528,84,11,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,2,180
92241477,69,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92241477,72,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92241477,74,13,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,1,200
92252769,41,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,43,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,46,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,47,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,48,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,51,8,WIN,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,200
92252769,69,10,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,2,70
92252769,71,10,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,2,70
92252769,73,10,WIN,SURVIVED_TO_NEXT_DECISION,121,50,1,1,2,70
92252769,101,14,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,0,200
92252769,103,14,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,0,200
92252769,104,14,WIN,SURVIVED_TO_NEXT_DECISION,121,90,1,1,0,200
92316974,54,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92316974,56,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,0,180
92316974,57,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,59,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,60,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,61,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,62,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,63,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92316974,64,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,140,1,1,1,180
92387111,133,22,LOSS,SURVIVED_TO_NEXT_DECISION,121,80,1,1,4,120
92461081,60,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,61,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,63,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,65,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,66,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,67,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,68,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,69,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,71,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,72,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,73,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92461081,74,10,LOSS,SURVIVED_TO_NEXT_DECISION,121,120,1,1,2,180
92466796,48,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92466796,49,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92466796,51,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92466796,52,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,0,220
92466796,53,7,LOSS,SURVIVED_TO_NEXT_DECISION,121,100,1,1,1,220
