episode_id,decision_index,turn,evidence_level,target_removed_via_switch,description
92217792,38,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,45,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,47,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,50,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,51,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,58,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,60,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,61,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,64,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,71,13,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,74,13,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,76,13,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,78,13,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,88,15,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,90,15,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,92,15,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,93,15,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92217792,95,15,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92219700,54,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92219700,55,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92219700,56,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92220638,62,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92220638,63,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92220638,66,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92220638,67,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92221582,75,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92224429,26,7,POSSIBLE,True,"[(152, 'Dragon Headbutt', 70)] not chosen"
92224429,28,7,POSSIBLE,True,"[(152, 'Dragon Headbutt', 70)] not chosen"
92224429,29,7,POSSIBLE,True,"[(152, 'Dragon Headbutt', 70)] not chosen"
92224429,30,7,POSSIBLE,True,"[(152, 'Dragon Headbutt', 70)] not chosen"
92224429,31,7,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92224429,43,9,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92228172,103,14,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
