episode_id,decision_index,turn,evidence_level,target_removed_via_switch,description
92638893,98,14,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,63,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,65,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,66,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,68,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,69,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92646459,70,8,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92648320,62,12,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92648320,63,12,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92648320,66,12,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92648320,67,12,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92648320,68,12,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92654005,32,8,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,33,8,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,40,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,41,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,43,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,46,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,49,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,50,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,52,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,53,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,55,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,56,10,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,63,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,65,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,67,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,69,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,70,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,72,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,74,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,75,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,76,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,77,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,78,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,80,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,87,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,88,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,90,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,92,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,93,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,94,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,95,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,98,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,105,16,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,107,16,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,109,16,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,110,16,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,111,16,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,119,18,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,121,18,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,123,18,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,124,18,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654005,127,18,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,56,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,57,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,59,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,60,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,61,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,62,7,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,69,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,71,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,74,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,76,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,77,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,78,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,86,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,87,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,90,11,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,98,13,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,99,13,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92654952,100,13,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
