episode_id,decision_index,turn,result,outcome,our_active_id,our_active_hp,our_active_retreat_cost,our_active_energy_loss_if_retreated,bench_ready_attackers,opp_best_attack_damage
92403770,37,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,39,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,42,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,43,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,44,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,46,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,48,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92403770,49,6,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92321733,43,8,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,1,200
92321733,45,8,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,1,200
92230969,51,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,52,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,53,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,55,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,56,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,58,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,59,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,60,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,63,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230969,64,9,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92230327,53,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,1,200
92230327,55,7,LOSS,SURVIVED_TO_NEXT_DECISION,678,140,2,2,1,200
92230327,56,7,LOSS,CONFIRMED_KO_NEXT_DECISION,678,140,2,2,1,200
92230327,58,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,60,2,2,0,200
92230327,59,9,LOSS,SURVIVED_TO_NEXT_DECISION,678,60,2,2,0,200
92224652,51,11,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,1,200
92224652,53,11,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,1,200
92224652,93,19,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,3,200
92224652,94,19,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,3,200
92224652,95,19,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,3,200
92221831,42,8,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,1,270
92221831,58,10,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,270
92221831,59,10,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,270
92221831,60,10,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,270
92221831,62,10,WIN,"GAME_ENDED_HERE (result=WIN, not directly confirmable as this Pokemon's KO)",678,140,2,2,2,270
92219951,33,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,1,200
92219951,34,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,1,200
92219951,36,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,1,200
92216170,62,8,WIN,SURVIVED_TO_NEXT_DECISION,678,160,2,2,2,180
92216170,73,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92216170,74,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92216170,76,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92216170,77,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92216170,78,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92216170,79,10,WIN,SURVIVED_TO_NEXT_DECISION,678,130,2,2,1,180
92214223,63,20,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,38,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92212278,39,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92212278,41,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92212278,43,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92212278,45,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,2,200
92212278,46,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,3,200
92212278,47,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,3,200
92212278,48,7,WIN,SURVIVED_TO_NEXT_DECISION,678,120,2,2,3,200
92212278,56,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,58,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,59,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,61,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,63,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,2,200
92212278,64,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,3,200
92212278,65,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,3,200
92212278,66,9,WIN,SURVIVED_TO_NEXT_DECISION,678,140,2,2,3,200
