episode_id,opponent_current_score,result,went_first,decision_index,turn,select_context_name,n_options,category,action_class,action_card_id,chosen_option_types,n_available_attacks,n_chosen_attacks,our_active_id,our_active_hp,our_active_maxhp,our_active_prize_value,our_active_damaged,our_bench_n,our_prize_n,retreat_available_this_decision,bench_target_exists,our_active_retreat_cost,our_active_energy_loss_if_retreated,bench_ready_attackers,opp_active_id,opp_active_hp,opp_prize_n,opp_active_id_after,opp_active_hp_after,opp_prize_n_after,opp_lethal_now,opp_lethal_with_one_more_energy,opp_best_attack_name,opp_best_attack_damage,our_active_changed_since_prev_own_decision
92504801,559.8,WIN,True,0,,,0,UNKNOWN,,,,0,0,,,,,False,,,False,False,,,0,,,,,,,,,,,False
92504801,559.8,WIN,True,1,,,0,UNKNOWN,,,,0,0,,,,,False,,,False,False,,,0,,,,,,0,,,,,False
92504801,559.8,WIN,True,2,0,IS_FIRST,2,GOING_FIRST_SECOND,,,YES,0,0,,,,,False,0,0,False,False,,,0,,,0,,,0,,,,,False
92504801,559.8,WIN,True,3,0,SETUP_ACTIVE_POKEMON,1,EARLY_GAME_SETUP,,,,0,0,,,,,False,0,0,False,False,,,0,,,0,119,70,6,,,,,False
92504801,559.8,WIN,True,4,1,MAIN,4,RESOURCE_MANAGEMENT,PLAY_STADIUM,1256,PLAY,0,0,1071,170,170,2,False,0,6,False,False,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,5,1,MAIN,3,RESOURCE_MANAGEMENT,PLAY_ITEM,1152,PLAY,0,0,1071,170,170,2,False,0,6,False,False,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,6,1,TO_HAND,7,RESOURCE_MANAGEMENT,,,CARD,0,0,1071,170,170,2,False,0,6,False,False,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,7,1,MAIN,3,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,0,0,1071,170,170,2,False,0,6,False,False,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,8,1,MAIN,3,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,9,1,MAIN,1,TIMING,,,,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,10,3,MAIN,6,RESOURCE_MANAGEMENT,PLAY_ITEM,1120,PLAY,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,11,3,DISCARD_ENERGY,1,ENERGY_MANAGEMENT,,,ENERGY,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,12,3,MAIN,4,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1210,PLAY,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,13,3,TO_HAND,10,RESOURCE_MANAGEMENT,,,CARD,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,14,3,TO_HAND,6,RESOURCE_MANAGEMENT,,,CARD,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,15,3,MAIN,5,RESOURCE_MANAGEMENT,PLAY_POKEMON,235,PLAY,0,0,1071,170,170,2,False,1,6,False,True,1,0,0,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,16,3,MAIN,4,RESOURCE_MANAGEMENT,PLAY_POKEMON,184,PLAY,0,0,1071,170,170,2,False,2,6,False,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,17,3,MAIN,4,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,0,0,1071,170,170,2,False,3,6,True,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,18,3,MAIN,3,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,0,0,1071,170,170,2,False,3,6,True,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,19,3,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,1071,170,170,2,False,3,6,False,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,20,3,MAIN,2,RETREAT_SELECTION,RETREAT,,RETREAT,0,0,1071,170,170,2,False,3,6,True,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,21,3,SWITCH,3,ACTIVE_POKEMON_SELECTION,,,CARD,0,0,1071,170,170,2,False,3,6,False,True,1,0,1,119,70,6,119,70,6,False,False,,,False
92504801,559.8,WIN,True,22,3,MAIN,2,TIMING,,,,1,0,235,30,30,1,False,3,6,False,True,0,0,0,119,70,6,120,80,6,False,False,,,True
92504801,559.8,WIN,True,23,5,MAIN,6,RESOURCE_MANAGEMENT,PLAY_ITEM,1120,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,24,5,DISCARD_ENERGY,1,ENERGY_MANAGEMENT,,,ENERGY,0,0,235,30,30,1,False,3,6,False,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,25,5,MAIN,5,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,3,6,True,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,26,5,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,3,6,False,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,27,5,MAIN,5,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1227,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,28,5,MAIN,7,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,1,0,235,30,30,1,False,3,6,True,True,0,0,0,120,80,6,120,80,6,False,False,,,False
92504801,559.8,WIN,True,29,5,MAIN,3,TIMING,,,,1,0,235,30,30,1,False,3,6,True,True,0,0,1,120,80,6,121,300,6,False,False,,,False
92504801,559.8,WIN,True,30,7,MAIN,9,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,31,7,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,3,6,False,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,32,7,MAIN,9,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,1,0,235,30,30,1,False,3,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,33,7,MAIN,8,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1227,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,34,7,MAIN,18,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,35,7,MAIN,20,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,1,0,235,30,30,1,False,4,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,36,7,MAIN,21,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,1,0,235,30,30,1,False,5,6,True,True,0,0,1,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,37,7,MAIN,3,RETREAT_SELECTION,RETREAT,,RETREAT,1,0,235,30,30,1,False,5,6,True,True,0,0,2,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,38,7,SWITCH,5,ACTIVE_POKEMON_SELECTION,,,CARD,0,0,235,30,30,1,False,5,6,False,True,0,0,2,121,300,6,121,300,6,False,True,,,False
92504801,559.8,WIN,True,39,7,MAIN,3,ATTACK_SELECTION,ATTACK,,ATTACK,2,1,121,320,320,2,False,5,6,False,True,1,1,2,121,300,6,121,100,6,False,False,,,True
92504801,559.8,WIN,True,40,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,6,False,False,,,False
92504801,559.8,WIN,True,41,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,6,False,False,,,False
92504801,559.8,WIN,True,42,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,6,False,False,,,False
92504801,559.8,WIN,True,43,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,6,False,False,,,False
92504801,559.8,WIN,True,44,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,6,False,False,,,False
92504801,559.8,WIN,True,45,7,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,,0,0,121,320,320,2,False,5,6,False,True,1,1,2,121,100,6,121,100,5,False,False,,,False
92504801,559.8,WIN,True,46,8,TO_HAND,6,RESOURCE_MANAGEMENT,,,,0,0,121,320,320,2,False,4,6,False,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,47,9,MAIN,9,RESOURCE_MANAGEMENT,PLAY_ITEM,1097,PLAY,2,0,121,320,320,2,False,4,5,True,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,48,9,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,121,320,320,2,False,4,5,False,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,49,9,MAIN,9,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,2,0,121,320,320,2,False,4,5,True,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,50,9,MAIN,8,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1210,PLAY,2,0,121,320,320,2,False,5,5,True,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,51,9,TO_HAND,7,RESOURCE_MANAGEMENT,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,52,9,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,100,5,121,100,5,False,False,,,False
92504801,559.8,WIN,True,53,9,MAIN,5,ATTACK_SELECTION,ATTACK,,ATTACK,2,1,121,320,320,2,False,5,5,True,True,1,1,1,121,100,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,54,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,55,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,56,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,57,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,58,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,121,0,5,False,False,,,False
92504801,559.8,WIN,True,59,9,DAMAGE_COUNTER_ANY,5,TARGET_SELECTION,,,CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,121,0,5,,,5,False,False,,,False
92504801,559.8,WIN,True,60,9,TO_HAND,5,RESOURCE_MANAGEMENT,,,CARD;CARD,0,0,121,320,320,2,False,5,5,False,True,1,1,1,,,5,,,5,,,,,False
92504801,559.8,WIN,True,61,9,TO_HAND,3,RESOURCE_MANAGEMENT,,,,0,0,121,320,320,2,False,5,3,False,True,1,1,1,,,5,235,10,5,,,,,False
92504801,559.8,WIN,True,62,11,MAIN,15,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1182,PLAY,2,0,121,310,320,2,True,5,2,True,True,1,1,1,235,10,5,235,10,5,False,False,Itchy Pollen,10,False
92504801,559.8,WIN,True,63,11,SWITCH,3,ACTIVE_POKEMON_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,235,10,5,120,90,5,False,False,Itchy Pollen,10,False
92504801,559.8,WIN,True,64,11,MAIN,12,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,2,0,121,310,320,2,True,5,2,True,True,1,1,1,120,90,5,120,90,5,False,False,,,False
92504801,559.8,WIN,True,65,11,MAIN,11,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,2,0,121,310,320,2,True,5,2,True,True,1,1,1,120,90,5,120,90,5,False,False,,,False
92504801,559.8,WIN,True,66,11,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,90,5,120,90,5,False,False,,,False
92504801,559.8,WIN,True,67,11,MAIN,10,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,2,0,121,310,320,2,True,5,2,True,True,1,1,1,120,90,5,120,90,5,False,False,,,False
92504801,559.8,WIN,True,68,11,MAIN,4,ATTACK_SELECTION,ATTACK,,ATTACK,2,1,121,310,320,2,True,5,2,True,True,1,1,1,120,90,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,69,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,70,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,71,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,72,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,73,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,120,0,5,False,False,,,False
92504801,559.8,WIN,True,74,11,DAMAGE_COUNTER_ANY,3,TARGET_SELECTION,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,120,0,5,,,5,False,False,,,False
92504801,559.8,WIN,True,75,11,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,121,310,320,2,True,5,2,False,True,1,1,1,,,5,,,5,,,,,False
92505737,675.6,WIN,True,0,,,0,UNKNOWN,,,,0,0,,,,,False,,,False,False,,,0,,,,,,,,,,,False
92505737,675.6,WIN,True,1,,,0,UNKNOWN,,,,0,0,,,,,False,,,False,False,,,0,,,,,,0,,,,,False
92505737,675.6,WIN,True,2,0,IS_FIRST,2,GOING_FIRST_SECOND,,,,0,0,,,,,False,0,0,False,False,,,0,,,0,,,6,,,,,False
92505737,675.6,WIN,True,3,0,SETUP_ACTIVE_POKEMON,1,EARLY_GAME_SETUP,,,,0,0,,,,,False,0,0,False,False,,,0,,,6,400,50,6,,,,,False
92505737,675.6,WIN,True,4,1,MAIN,4,RESOURCE_MANAGEMENT,PLAY_ITEM,1152,PLAY,0,0,184,210,210,2,False,0,6,False,False,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,5,1,TO_HAND,9,RESOURCE_MANAGEMENT,,,CARD,0,0,184,210,210,2,False,0,6,False,False,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,6,1,MAIN,4,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,0,0,184,210,210,2,False,0,6,False,False,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,7,1,MAIN,6,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,0,0,184,210,210,2,False,1,6,True,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,8,1,MAIN,2,TIMING,,,,0,0,184,210,210,2,False,1,6,True,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,9,3,MAIN,9,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1210,PLAY,0,0,184,210,210,2,False,1,6,True,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,10,3,TO_HAND,12,RESOURCE_MANAGEMENT,,,CARD,0,0,184,210,210,2,False,1,6,False,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,11,3,TO_HAND,4,RESOURCE_MANAGEMENT,,,CARD,0,0,184,210,210,2,False,1,6,False,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,12,3,MAIN,6,RESOURCE_MANAGEMENT,PLAY_POKEMON,235,PLAY,0,0,184,210,210,2,False,1,6,True,True,2,0,0,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,13,3,MAIN,6,RESOURCE_MANAGEMENT,PLAY_POKEMON,119,PLAY,0,0,184,210,210,2,False,2,6,True,True,2,0,1,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,14,3,MAIN,6,ENERGY_MANAGEMENT,ATTACH_ENERGY,,ATTACH,0,0,184,210,210,2,False,3,6,True,True,2,0,1,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,15,3,MAIN,2,RETREAT_SELECTION,RETREAT,,RETREAT,0,0,184,210,210,2,False,3,6,True,True,2,0,2,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,16,3,SWITCH,3,ACTIVE_POKEMON_SELECTION,,,CARD,0,0,184,210,210,2,False,3,6,False,True,2,0,2,400,50,6,400,50,6,False,False,,,False
92505737,675.6,WIN,True,17,3,MAIN,2,TIMING,,,,1,0,235,30,30,1,False,3,6,False,True,0,0,1,400,50,6,401,120,6,False,True,,,True
92505737,675.6,WIN,True,18,5,MAIN,8,RESOURCE_MANAGEMENT,PLAY_SUPPORTER,1210,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,19,5,TO_HAND,9,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,3,6,False,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,20,5,MAIN,6,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,1,0,235,30,30,1,False,3,6,True,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,21,5,MAIN,5,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,22,5,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,3,6,False,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,23,5,MAIN,5,RESOURCE_MANAGEMENT,PLAY_ITEM,1086,PLAY,1,0,235,30,30,1,False,3,6,True,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,24,5,TO_BENCH,2,BENCH_MANAGEMENT,,,CARD;CARD,0,0,235,30,30,1,False,3,6,False,True,0,0,1,401,120,6,401,120,6,False,False,,,False
92505737,675.6,WIN,True,25,5,MAIN,3,TIMING,,,,1,0,235,30,30,1,False,5,6,True,True,0,0,1,401,120,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,26,7,MAIN,10,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,5,6,True,True,0,0,1,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,27,7,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,5,6,False,True,0,0,1,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,28,7,MAIN,10,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,1,0,235,30,30,1,False,5,6,True,True,0,0,1,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,29,7,MAIN,8,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,30,7,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,5,6,False,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,31,7,MAIN,9,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,32,7,MAIN,8,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,33,7,TO_HAND,2,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,5,6,False,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,34,7,MAIN,8,RESOURCE_MANAGEMENT,PLAY_ITEM,1152,PLAY,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,35,7,TO_HAND,1,RESOURCE_MANAGEMENT,,,CARD,0,0,235,30,30,1,False,5,6,False,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,36,7,MAIN,8,BENCH_MANAGEMENT,EVOLVE,,EVOLVE,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
92505737,675.6,WIN,True,37,7,MAIN,8,RESOURCE_MANAGEMENT,ABILITY,,ABILITY,1,0,235,30,30,1,False,5,6,True,True,0,0,0,401,110,6,401,110,6,False,False,,,False
