episode_id,decision_index,turn,evidence_level,target_removed_via_switch,description
92551306,54,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92551306,55,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92551306,57,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92551306,59,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92551306,62,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92551306,63,7,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92552245,72,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92552245,73,9,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92554151,86,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92556089,89,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92556089,90,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92556089,92,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92556089,93,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92556089,94,14,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92557908,48,13,POSSIBLE,False,"[(153, 'Jet Headbutt', 70)] not chosen (uncertain)"
92557908,51,13,POSSIBLE,False,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
92557908,59,15,POSSIBLE,True,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
92558848,46,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92558848,48,12,POSSIBLE,False,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92559794,60,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92559794,62,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92559794,63,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92561745,91,11,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92561745,94,11,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92561745,96,11,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92563590,60,8,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92565477,46,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,48,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,50,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,51,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,53,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,54,6,CONFIRMED,False,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,69,10,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,71,10,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,73,10,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92565477,76,10,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92566301,95,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92566301,96,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92566301,99,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92566301,101,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70)] not chosen"
92568309,58,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92568309,60,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92568309,62,9,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92568309,72,11,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92568309,74,11,POSSIBLE,True,"[(154, 'Phantom Dive', 200)] not chosen (uncertain)"
92569244,80,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
92569244,83,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
92569244,85,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
92569244,87,13,POSSIBLE,True,"[(153, 'Jet Headbutt', 70), (154, 'Phantom Dive', 200)] not chosen (uncertain)"
